OrderID	CustomerID	EmployeeID	OrderDate	ShipperID
10924	60 	13	6/7/1998	2
10925	25 	13	6/8/1998	1
10926	55 	14	6/9/1998	3
10927	51 	14	6/10/1998	1
10928	9 	11	6/11/1998	1
10929	73 	16	6/12/1998	1
10930	25 	14	6/13/1998	3
10931	44 	14	6/14/1998	2
10932	89 	18	6/15/1998	1
10933	63 	16	6/16/1998	3
10934	65 	13	6/17/1998	3
10935	21 	14	6/18/1998	3
10936	86 	13	6/19/1998	2
10937	75 	17	6/20/1998	3
10938	41 	13	6/21/1998	2
10939	20 	12	6/22/1998	2
10940	28 	18	6/23/1998	3
10941	59 	17	6/24/1998	2
10942	58 	19	6/25/1998	3
10943	4 	14	6/26/1998	2
10944	86 	16	6/27/1998	3
10945	46 	14	6/28/1998	1
10946	41 	11	6/29/1998	2
10947	72 	13	6/30/1998	2
10948	7 	13	7/1/1998	3
10949	63 	12	7/2/1998	3
10950	9 	11	7/3/1998	2
10951	17 	19	7/4/1998	2
10952	19 	11	7/5/1998	1
10953	3 	19	7/6/1998	2
10954	29 	15	7/7/1998	1
10955	83 	18	7/8/1998	2
10956	20 	16	7/9/1998	2
10957	75 	18	7/10/1998	3
10958	14 	17	7/11/1998	2
10959	41 	16	7/12/1998	2
10960	62 	13	7/13/1998	1
10961	37 	18	7/14/1998	1
10962	91 	18	7/15/1998	2
10963	36 	19	7/16/1998	3
10964	51 	13	7/17/1998	2
10965	72 	16	7/18/1998	3
10966	24 	14	7/19/1998	1
10967	61 	12	7/20/1998	2
10968	37 	11	7/21/1998	3
10969	46 	11	7/22/1998	2
10970	20 	19	7/23/1998	1
10971	4 	12	7/24/1998	2
10972	5 	14	7/25/1998	2
10973	75 	16	7/26/1998	2
10974	21 	13	7/27/1998	3
10975	70 	11	7/28/1998	3
10976	72 	11	7/29/1998	1
10977	10 	18	7/30/1998	3
10978	20 	19	7/31/1998	2
10979	17 	18	8/1/1998	2
10980	59 	14	8/2/1998	1
10981	71 	11	8/3/1998	2
10982	36 	12	8/4/1998	1
10983	35 	12	8/5/1998	2
10984	25 	11	8/6/1998	3
10985	60 	12	8/7/1998	1
10986	71 	18	8/8/1998	2
10987	83 	18	8/9/1998	1
10988	19 	13	8/10/1998	2
10989	65 	12	8/11/1998	1
10990	20 	12	8/12/1998	3
10991	20 	11	8/13/1998	1
10992	49 	11	8/14/1998	3
10993	47 	17	8/15/1998	3
10994	62 	12	8/16/1998	3
10995	56 	11	8/17/1998	3
10996	23 	14	8/18/1998	2
10997	54 	18	8/19/1998	2
10998	10 	18	8/20/1998	2
10999	10 	16	8/21/1998	2
11000	87 	12	8/22/1998	3
11001	41 	12	8/23/1998	2
11002	21 	14	8/24/1998	1
11003	36 	13	8/25/1998	3
11004	87 	13	8/26/1998	1
11005	73 	12	8/27/1998	1
11006	63 	13	8/28/1998	2
11007	68 	18	8/29/1998	2
11008	88 	17	8/30/1998	3
11009	61 	12	8/31/1998	1
11010	27 	12	9/1/1998	2
11011	31 	13	9/2/1998	1
11012	51 	11	9/3/1998	3
11013	41 	12	9/4/1998	1
11014	29 	12	9/5/1998	3
11015	59 	12	9/6/1998	2
11016	66 	19	9/7/1998	2
11017	37 	19	9/8/1998	2
11018	20 	14	9/9/1998	2
11019	10 	16	9/10/1998	3
11020	75 	12	9/11/1998	2
11021	60 	13	9/12/1998	1
11022	24 	19	9/13/1998	2
11023	16 	11	9/14/1998	2
11024	7 	14	9/15/1998	1
11025	87 	16	9/16/1998	3
11026	79 	14	9/17/1998	1
11027	51 	11	9/18/1998	1
11028	71 	12	9/19/1998	1
11029	55 	14	9/20/1998	1
11030	20 	17	9/21/1998	2
11031	66 	16	9/22/1998	2
11032	90 	12	9/23/1998	3
11033	81 	17	9/24/1998	3
11034	34 	18	9/25/1998	1
11035	84 	12	9/26/1998	2
11036	76 	18	9/27/1998	3
11037	34 	17	9/28/1998	1
11038	14 	11	9/29/1998	2
11039	68 	11	9/30/1998	2
11040	88 	14	10/1/1998	3
11041	35 	13	10/2/1998	2
11042	20 	12	10/3/1998	1
11043	13 	15	10/4/1998	2
11044	55 	14	10/5/1998	1
11045	61 	16	10/6/1998	2
11046	65 	18	10/7/1998	2
11047	20 	17	10/8/1998	3
11048	24 	17	10/9/1998	3
11049	7 	13	10/10/1998	1
11050	87 	18	10/11/1998	2
11051	25 	17	10/12/1998	3
11052	33 	13	10/13/1998	1
11053	89 	12	10/14/1998	2
11054	87 	18	10/15/1998	1
11055	75 	17	10/16/1998	2
11056	65 	18	10/17/1998	2
11057	63 	13	10/18/1998	3
11058	85 	19	10/19/1998	3
11059	49 	12	10/20/1998	2
11060	80 	12	10/21/1998	2
11061	52 	14	10/22/1998	3
11062	5 	14	10/23/1998	2
11063	44 	13	10/24/1998	2
11064	5 	11	10/25/1998	1
11065	69 	18	10/26/1998	1
11066	69 	17	10/27/1998	2
11067	46 	11	10/28/1998	2
11068	44 	18	10/29/1998	2
11069	63 	11	10/30/1998	2
11070	63 	12	10/31/1998	1
11071	67 	11	11/1/1998	1
11072	66 	14	11/2/1998	2
11073	11 	12	11/3/1998	2
11074	15 	17	11/4/1998	2
11075	61 	18	11/5/1998	2
11076	81 	14	11/6/1998	2
11077	80 	11	11/7/1998	2
