OrderDetailID	OrderID	ProductID	Quantity
597	10671	65	12
598	10672	38	15
599	10672	71	12
600	10673	16	3
601	10673	42	6
602	10673	43	6
603	10674	23	5
604	10675	14	30
605	10675	53	10
606	10675	58	30
607	10676	10	2
608	10676	19	7
609	10676	44	21
610	10677	26	30
611	10677	33	8
612	10678	12	100
613	10678	33	30
614	10678	41	120
615	10678	54	30
616	10679	59	12
617	10680	16	50
618	10680	31	20
619	10680	42	40
620	10681	19	30
621	10681	21	12
622	10681	64	28
623	10682	33	30
624	10682	66	4
625	10682	75	30
626	10683	52	9
627	10684	40	20
628	10684	47	40
629	10684	60	30
630	10685	10	20
631	10685	41	4
632	10685	47	15
633	10686	17	30
634	10686	26	15
635	10687	9	50
636	10687	29	10
637	10687	36	6
638	10688	10	18
639	10688	28	60
640	10688	34	14
641	10689	1	35
642	10690	56	20
643	10690	77	30
644	10691	1	30
645	10691	29	40
646	10691	43	40
647	10691	44	24
648	10691	62	48
649	10692	63	20
650	10693	9	6
651	10693	54	60
652	10693	69	30
653	10693	73	15
654	10694	7	90
655	10694	59	25
656	10694	70	50
657	10695	8	10
658	10695	12	4
659	10695	24	20
660	10696	17	20
661	10696	46	18
662	10697	19	7
663	10697	35	9
664	10697	58	30
665	10697	70	30
666	10698	11	15
667	10698	17	8
668	10698	29	12
669	10698	65	65
670	10698	70	8
671	10699	47	12
672	10700	1	5
673	10700	34	12
674	10700	68	40
675	10700	71	60
676	10701	59	42
677	10701	71	20
678	10701	76	35
679	10702	3	6
680	10702	76	15
681	10703	2	5
682	10703	59	35
683	10703	73	35
684	10704	4	6
685	10704	24	35
686	10704	48	24
687	10705	31	20
688	10705	32	4
689	10706	16	20
690	10706	43	24
691	10706	59	8
692	10707	55	21
693	10707	57	40
694	10707	70	28
695	10708	5	4
696	10708	36	5
697	10709	8	40
698	10709	51	28
699	10709	60	10
700	10710	19	5
701	10710	47	5
702	10711	19	12
703	10711	41	42
704	10711	53	120
705	10712	53	3
706	10712	56	30
707	10713	10	18
708	10713	26	30
709	10713	45	110
710	10713	46	24
711	10714	2	30
712	10714	17	27
713	10714	47	50
714	10714	56	18
715	10714	58	12
716	10715	10	21
717	10715	71	30
718	10716	21	5
719	10716	51	7
720	10716	61	10
721	10717	21	32
722	10717	54	15
723	10717	69	25
724	10718	12	36
725	10718	16	20
726	10718	36	40
727	10718	62	20
728	10719	18	12
729	10719	30	3
730	10719	54	40
731	10720	35	21
732	10720	71	8
733	10721	44	50
734	10722	2	3
735	10722	31	50
736	10722	68	45
737	10722	75	42
738	10723	26	15
739	10724	10	16
740	10724	61	5
741	10725	41	12
742	10725	52	4
743	10725	55	6
744	10726	4	25
745	10726	11	5
746	10727	17	20
747	10727	56	10
748	10727	59	10
749	10728	30	15
750	10728	40	6
751	10728	55	12
752	10728	60	15
753	10729	1	50
754	10729	21	30
755	10729	50	40
756	10730	16	15
757	10730	31	3
758	10730	65	10
759	10731	21	40
760	10731	51	30
761	10732	76	20
762	10733	14	16
763	10733	28	20
764	10733	52	25
765	10734	6	30
766	10734	30	15
767	10734	76	20
768	10735	61	20
769	10735	77	2
770	10736	65	40
771	10736	75	20
772	10737	13	4
773	10737	41	12
774	10738	16	3
775	10739	36	6
776	10739	52	18
777	10740	28	5
778	10740	35	35
779	10740	45	40
780	10740	56	14
781	10741	2	15
782	10742	3	20
783	10742	60	50
784	10742	72	35
785	10743	46	28
786	10744	40	50
787	10745	18	24
788	10745	44	16
789	10745	59	45
790	10745	72	7
791	10746	13	6
792	10746	42	28
793	10746	62	9
794	10746	69	40
795	10747	31	8
796	10747	41	35
797	10747	63	9
798	10747	69	30
799	10748	23	44
800	10748	40	40
801	10748	56	28
802	10749	56	15
803	10749	59	6
804	10749	76	10
805	10750	14	5
806	10750	45	40
807	10750	59	25
808	10751	26	12
809	10751	30	30
810	10751	50	20
811	10751	73	15
812	10752	1	8
813	10752	69	3
814	10753	45	4
815	10753	74	5
816	10754	40	3
817	10755	47	30
818	10755	56	30
819	10755	57	14
820	10755	69	25
821	10756	18	21
822	10756	36	20
823	10756	68	6
824	10756	69	20
825	10757	34	30
826	10757	59	7
827	10757	62	30
828	10757	64	24
829	10758	26	20
830	10758	52	60
831	10758	70	40
832	10759	32	10
833	10760	25	12
834	10760	27	40
835	10760	43	30
836	10761	25	35
837	10761	75	18
838	10762	39	16
839	10762	47	30
840	10762	51	28
841	10762	56	60
842	10763	21	40
843	10763	22	6
844	10763	24	20
845	10764	3	20
846	10764	39	130
847	10765	65	80
848	10766	2	40
849	10766	7	35
850	10766	68	40
851	10767	42	2
852	10768	22	4
853	10768	31	50
854	10768	60	15
855	10768	71	12
856	10769	41	30
857	10769	52	15
858	10769	61	20
859	10769	62	15
860	10770	11	15
861	10771	71	16
862	10772	29	18
863	10772	59	25
864	10773	17	33
865	10773	31	70
866	10773	75	7
867	10774	31	2
868	10774	66	50
869	10775	10	6
870	10775	67	3
871	10776	31	16
872	10776	42	12
873	10776	45	27
874	10776	51	120
875	10777	42	20
876	10778	41	10
877	10779	16	20
878	10779	62	20
879	10780	70	35
880	10780	77	15
881	10781	54	3
882	10781	56	20
883	10781	74	35
884	10782	31	1
885	10783	31	10
886	10783	38	5
887	10784	36	30
888	10784	39	2
889	10784	72	30
890	10785	10	10
891	10785	75	10
892	10786	8	30
893	10786	30	15
894	10786	75	42
895	10787	2	15
896	10787	29	20
897	10788	19	50
898	10788	75	40
899	10789	18	30
900	10789	35	15
901	10789	63	30
902	10789	68	18
903	10790	7	3
904	10790	56	20
905	10791	29	14
906	10791	41	20
907	10792	2	10
908	10792	54	3
909	10792	68	15
910	10793	41	14
911	10793	52	8
912	10794	14	15
913	10794	54	6
914	10795	16	65
915	10795	17	35
916	10796	26	21
917	10796	44	10
918	10796	64	35
919	10796	69	24
920	10797	11	20
921	10798	62	2
922	10798	72	10
923	10799	13	20
924	10799	24	20
925	10799	59	25
926	10800	11	50
927	10800	51	10
928	10800	54	7
929	10801	17	40
930	10801	29	20
931	10802	30	25
932	10802	51	30
933	10802	55	60
934	10802	62	5
935	10803	19	24
936	10803	25	15
937	10803	59	15
938	10804	10	36
939	10804	28	24
940	10804	49	4
941	10805	34	10
942	10805	38	10
943	10806	2	20
944	10806	65	2
945	10806	74	15
946	10807	40	1
947	10808	56	20
948	10808	76	50
949	10809	52	20
950	10810	13	7
951	10810	25	5
952	10810	70	5
953	10811	19	15
954	10811	23	18
955	10811	40	30
956	10812	31	16
957	10812	72	40
958	10812	77	20
959	10813	2	12
960	10813	46	35
961	10814	41	20
962	10814	43	20
963	10814	48	8
964	10814	61	30
965	10815	33	16
966	10816	38	30
967	10816	62	20
968	10817	26	40
969	10817	38	30
970	10817	40	60
971	10817	62	25
972	10818	32	20
973	10818	41	20
974	10819	43	7
975	10819	75	20
976	10820	56	30
977	10821	35	20
978	10821	51	6
979	10822	62	3
980	10822	70	6
981	10823	11	20
982	10823	57	15
983	10823	59	40
984	10823	77	15
985	10824	41	12
986	10824	70	9
987	10825	26	12
988	10825	53	20
989	10826	31	35
990	10826	57	15
991	10827	10	15
992	10827	39	21
993	10828	20	5
994	10828	38	2
995	10829	2	10
996	10829	8	20
997	10829	13	10
998	10829	60	21
999	10830	6	6
1000	10830	39	28
1001	10830	60	30
1002	10830	68	24
1003	10831	19	2
1004	10831	35	8
1005	10831	38	8
1006	10831	43	9
1007	10832	13	3
1008	10832	25	10
1009	10832	44	16
1010	10832	64	3
1011	10833	7	20
1012	10833	31	9
1013	10833	53	9
1014	10834	29	8
1015	10834	30	20
1016	10835	59	15
1017	10835	77	2
1018	10836	22	52
1019	10836	35	6
1020	10836	57	24
1021	10836	60	60
1022	10836	64	30
1023	10837	13	6
1024	10837	40	25
1025	10837	47	40
1026	10837	76	21
1027	10838	1	4
1028	10838	18	25
1029	10838	36	50
1030	10839	58	30
1031	10839	72	15
1032	10840	25	6
1033	10840	39	10
1034	10841	10	16
1035	10841	56	30
1036	10841	59	50
1037	10841	77	15
1038	10842	11	15
1039	10842	43	5
1040	10842	68	20
1041	10842	70	12
1042	10843	51	4
1043	10844	22	35
1044	10845	23	70
1045	10845	35	25
1046	10845	42	42
1047	10845	58	60
1048	10845	64	48
1049	10846	4	21
1050	10846	70	30
1051	10846	74	20
1052	10847	1	80
1053	10847	19	12
1054	10847	37	60
1055	10847	45	36
1056	10847	60	45
1057	10847	71	55
1058	10848	5	30
1059	10848	9	3
1060	10849	3	49
1061	10849	26	18
1062	10850	25	20
1063	10850	33	4
1064	10850	70	30
1065	10851	2	5
1066	10851	25	10
1067	10851	57	10
1068	10851	59	42
1069	10852	2	15
1070	10852	17	6
1071	10852	62	50
1072	10853	18	10
1073	10854	10	100
1074	10854	13	65
1075	10855	16	50
1076	10855	31	14
1077	10855	56	24
1078	10855	65	15
1079	10856	2	20
1080	10856	42	20
1081	10857	3	30
1082	10857	26	35
1083	10857	29	10
1084	10858	7	5
1085	10858	27	10
1086	10858	70	4
1087	10859	24	40
1088	10859	54	35
1089	10859	64	30
1090	10860	51	3
1091	10860	76	20
1092	10861	17	42
1093	10861	18	20
1094	10861	21	40
1095	10861	33	35
1096	10861	62	3
1097	10862	11	25
1098	10862	52	8
1099	10863	1	20
1100	10863	58	12
1101	10864	35	4
1102	10864	67	15
1103	10865	38	60
1104	10865	39	80
1105	10866	2	21
1106	10866	24	6
1107	10866	30	40
1108	10867	53	3
1109	10868	26	20
1110	10868	35	30
1111	10868	49	42
1112	10869	1	40
1113	10869	11	10
1114	10869	23	50
1115	10869	68	20
1116	10870	35	3
1117	10870	51	2
1118	10871	6	50
1119	10871	16	12
1120	10871	17	16
1121	10872	55	10
1122	10872	62	20
1123	10872	64	15
1124	10872	65	21
1125	10873	21	20
1126	10873	28	3
1127	10874	10	10
1128	10875	19	25
1129	10875	47	21
1130	10875	49	15
1131	10876	46	21
1132	10876	64	20
1133	10877	16	30
1134	10877	18	25
1135	10878	20	20
1136	10879	40	12
1137	10879	65	10
1138	10879	76	10
1139	10880	23	30
1140	10880	61	30
1141	10880	70	50
1142	10881	73	10
1143	10882	42	25
1144	10882	49	20
1145	10882	54	32
1146	10883	24	8
1147	10884	21	40
1148	10884	56	21
1149	10884	65	12
1150	10885	2	20
1151	10885	24	12
1152	10885	70	30
1153	10885	77	25
1154	10886	10	70
1155	10886	31	35
1156	10886	77	40
1157	10887	25	5
1158	10888	2	20
1159	10888	68	18
1160	10889	11	40
1161	10889	38	40
1162	10890	17	15
1163	10890	34	10
1164	10890	41	14
1165	10891	30	15
1166	10892	59	40
1167	10893	8	30
1168	10893	24	10
1169	10893	29	24
1170	10893	30	35
1171	10893	36	20
1172	10894	13	28
1173	10894	69	50
1174	10894	75	120
1175	10895	24	110
1176	10895	39	45
1177	10895	40	91
1178	10895	60	100
1179	10896	45	15
1180	10896	56	16
1181	10897	29	80
1182	10897	30	36
1183	10898	13	5
1184	10899	39	8
1185	10900	70	3
1186	10901	41	30
1187	10901	71	30
1188	10902	55	30
1189	10902	62	6
1190	10903	13	40
1191	10903	65	21
1192	10903	68	20
1193	10904	58	15
1194	10904	62	35
1195	10905	1	20
1196	10906	61	15
1197	10907	75	14
1198	10908	7	20
1199	10908	52	14
1200	10909	7	12
1201	10909	16	15
1202	10909	41	5
1203	10910	19	12
1204	10910	49	10
1205	10910	61	5
1206	10911	1	10
1207	10911	17	12
1208	10911	67	15
1209	10912	11	40
1210	10912	29	60
1211	10913	4	30
1212	10913	33	40
1213	10913	58	15
1214	10914	71	25
1215	10915	17	10
1216	10915	33	30
1217	10915	54	10
1218	10916	16	6
1219	10916	32	6
1220	10916	57	20
1221	10917	30	1
1222	10917	60	10
1223	10918	1	60
1224	10918	60	25
1225	10919	16	24
1226	10919	25	24
1227	10919	40	20
1228	10920	50	24
1229	10921	35	10
1230	10921	63	40
1231	10922	17	15
1232	10922	24	35
1233	10923	42	10
1234	10923	43	10
1235	10923	67	24
1236	10924	10	20
1237	10924	28	30
1238	10924	75	6
1239	10925	36	25
1240	10925	52	12
1241	10926	11	2
1242	10926	13	10
1243	10926	19	7
1244	10926	72	10
1245	10927	20	5
1246	10927	52	5
1247	10927	76	20
1248	10928	47	5
1249	10928	76	5
1250	10929	21	60
1251	10929	75	49
1252	10929	77	15
1253	10930	21	36
1254	10930	27	25
1255	10930	55	25
1256	10930	58	30
1257	10931	13	42
1258	10931	57	30
1259	10932	16	30
1260	10932	62	14
1261	10932	72	16
1262	10932	75	20
1263	10933	53	2
1264	10933	61	30
1265	10934	6	20
1266	10935	1	21
1267	10935	18	4
1268	10935	23	8
1269	10936	36	30
1270	10937	28	8
1271	10937	34	20
1272	10938	13	20
1273	10938	43	24
1274	10938	60	49
1275	10938	71	35
1276	10939	2	10
1277	10939	67	40
1278	10940	7	8
1279	10940	13	20
1280	10941	31	44
1281	10941	62	30
1282	10941	68	80
1283	10941	72	50
1284	10942	49	28
1285	10943	13	15
1286	10943	22	21
1287	10943	46	15
1288	10944	11	5
1289	10944	44	18
1290	10944	56	18
1291	10945	13	20
1292	10945	31	10
1293	10946	10	25
1294	10946	24	25
1295	10946	77	40
1296	10947	59	4
1297	10948	50	9
1298	10948	51	40
1299	10948	55	4
1300	10949	6	12
1301	10949	10	30
1302	10949	17	6
1303	10949	62	60
1304	10950	4	5
1305	10951	33	15
1306	10951	41	6
1307	10951	75	50
1308	10952	6	16
1309	10952	28	2
1310	10953	20	50
1311	10953	31	50
1312	10954	16	28
1313	10954	31	25
1314	10954	45	30
1315	10954	60	24
1316	10955	75	12
1317	10956	21	12
1318	10956	47	14
1319	10956	51	8
1320	10957	30	30
1321	10957	35	40
1322	10957	64	8
1323	10958	5	20
1324	10958	7	6
1325	10958	72	5
1326	10959	75	20
1327	10960	24	10
1328	10960	41	24
1329	10961	52	6
1330	10961	76	60
1331	10962	7	45
1332	10962	13	77
1333	10962	53	20
1334	10962	69	9
1335	10962	76	44
1336	10963	60	2
1337	10964	18	6
1338	10964	38	5
1339	10964	69	10
1340	10965	51	16
1341	10966	37	8
1342	10966	56	12
1343	10966	62	12
1344	10967	19	12
1345	10967	49	40
1346	10968	12	30
1347	10968	24	30
1348	10968	64	4
1349	10969	46	9
1350	10970	52	40
1351	10971	29	14
1352	10972	17	6
1353	10972	33	7
1354	10973	26	5
1355	10973	41	6
1356	10973	75	10
1357	10974	63	10
1358	10975	8	16
1359	10975	75	10
1360	10976	28	20
1361	10977	39	30
1362	10977	47	30
1363	10977	51	10
1364	10977	63	20
1365	10978	8	20
1366	10978	21	40
1367	10978	40	10
1368	10978	44	6
1369	10979	7	18
1370	10979	12	20
1371	10979	24	80
1372	10979	27	30
1373	10979	31	24
1374	10979	63	35
1375	10980	75	40
1376	10981	38	60
1377	10982	7	20
1378	10982	43	9
1379	10983	13	84
1380	10983	57	15
1381	10984	16	55
1382	10984	24	20
1383	10984	36	40
1384	10985	16	36
1385	10985	18	8
1386	10985	32	35
1387	10986	11	30
1388	10986	20	15
1389	10986	76	10
1390	10986	77	15
1391	10987	7	60
1392	10987	43	6
1393	10987	72	20
1394	10988	7	60
1395	10988	62	40
1396	10989	6	40
1397	10989	11	15
1398	10989	41	4
1399	10990	21	65
1400	10990	34	60
1401	10990	55	65
1402	10990	61	66
1403	10991	2	50
1404	10991	70	20
1405	10991	76	90
1406	10992	72	2
1407	10993	29	50
1408	10993	41	35
1409	10994	59	18
1410	10995	51	20
1411	10995	60	4
1412	10996	42	40
1413	10997	32	50
1414	10997	46	20
1415	10997	52	20
1416	10998	24	12
1417	10998	61	7
1418	10998	74	20
1419	10998	75	30
1420	10999	41	20
1421	10999	51	15
1422	10999	77	21
1423	11000	4	25
1424	11000	24	30
1425	11000	77	30
1426	11001	7	60
1427	11001	22	25
1428	11001	46	25
1429	11001	55	6
1430	11002	13	56
1431	11002	35	15
1432	11002	42	24
1433	11002	55	40
1434	11003	1	4
1435	11003	40	10
1436	11003	52	10
1437	11004	26	6
1438	11004	76	6
1439	11005	1	2
1440	11005	59	10
1441	11006	1	8
1442	11006	29	2
1443	11007	8	30
1444	11007	29	10
1445	11007	42	14
1446	11008	28	70
1447	11008	34	90
1448	11008	71	21
1449	11009	24	12
1450	11009	36	18
1451	11009	60	9
1452	11010	7	20
1453	11010	24	10
1454	11011	58	40
1455	11011	71	20
1456	11012	19	50
1457	11012	60	36
1458	11012	71	60
1459	11013	23	10
1460	11013	42	4
1461	11013	45	20
1462	11013	68	2
1463	11014	41	28
1464	11015	30	15
1465	11015	77	18
1466	11016	31	15
1467	11016	36	16
1468	11017	3	25
1469	11017	59	110
1470	11017	70	30
1471	11018	12	20
1472	11018	18	10
1473	11018	56	5
1474	11019	46	3
1475	11019	49	2
1476	11020	10	24
1477	11021	2	11
1478	11021	20	15
1479	11021	26	63
1480	11021	51	44
1481	11021	72	35
1482	11022	19	35
1483	11022	69	30
1484	11023	7	4
1485	11023	43	30
1486	11024	26	12
1487	11024	33	30
1488	11024	65	21
1489	11024	71	50
1490	11025	1	10
1491	11025	13	20
1492	11026	18	8
1493	11026	51	10
1494	11027	24	30
1495	11027	62	21
